City_ID,City,Country,Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
345,Barabai,ID,overcast clouds,-2.5833,115.3833,75.11,93,97,1.16
346,Cairns,AU,scattered clouds,-16.9167,145.7667,81.0,94,40,9.22
347,Sao Joao Da Barra,BR,heavy intensity rain,-21.6403,-41.0511,73.4,88,90,4.61
348,Kurilsk,RU,light snow,45.2333,147.8833,13.28,92,100,14.23
349,Zhigansk,RU,overcast clouds,66.7697,123.3711,-29.7,81,91,12.37
350,Puerto Leguizamo,CO,broken clouds,-0.1934,-74.7819,90.75,52,60,5.03
351,Cockburn Town,TC,clear sky,21.4612,-71.1419,77.85,81,3,19.95
352,Velsk,RU,overcast clouds,61.0701,42.0983,-16.17,87,96,6.93
353,Biloela,AU,broken clouds,-24.4167,150.5,78.67,81,83,0.87
354,Zeya,RU,scattered clouds,53.75,127.2667,-14.49,83,27,3.31
355,Sola,VU,scattered clouds,-13.8833,167.55,81.41,74,33,12.82
356,Tinskoy,RU,scattered clouds,56.1525,96.9161,25.88,93,46,8.23
357,Lingyuan,CN,clear sky,41.24,119.4011,10.69,82,0,3.36
358,Machilipatnam,IN,haze,16.1667,81.1333,75.2,57,0,2.3
359,Manavalakurichi,IN,mist,8.1333,77.3,84.2,70,20,2.3
360,Nichinan,JP,clear sky,31.6,131.3667,49.44,69,0,6.29
361,Namtsy,RU,fog,62.7161,129.6658,-41.8,60,0,4.47
362,Avera,US,overcast clouds,33.194,-82.5271,44.01,93,90,6.91
363,Takoradi,GH,overcast clouds,4.8845,-1.7554,83.46,78,100,11.43
364,Akhtubinsk,RU,clear sky,48.2795,46.1722,17.26,75,0,15.57
365,Snasa,NO,few clouds,64.2457,12.3778,3.2,85,20,10.36
366,Saint-Pierre,RE,light rain,-21.3393,55.4781,80.6,78,75,5.75
367,Ranong,TH,clear sky,9.9658,98.6348,74.97,87,7,5.17
368,Lagoa,PT,overcast clouds,39.05,-27.9833,57.99,75,100,20.6
369,Ankang,CN,overcast clouds,32.68,109.0172,46.99,24,97,8.01
370,Ajdabiya,LY,overcast clouds,30.7554,20.2263,69.64,28,100,17.36
371,Cabedelo,BR,broken clouds,-6.9811,-34.8339,89.6,58,75,12.66
372,Kabare,CD,light rain,-2.4683,28.8242,64.92,83,53,3.24
373,Richards Bay,ZA,scattered clouds,-28.783,32.0377,75.92,86,48,2.17
374,Vuktyl,RU,overcast clouds,63.8567,57.3094,-24.43,85,100,9.35
375,Villa Juarez,MX,scattered clouds,24.6536,-107.5411,66.99,77,40,2.86
376,Dali,CN,few clouds,25.7,100.1833,43.5,82,19,4.0
377,Mardin,TR,clear sky,37.3131,40.7436,59.0,36,0,6.91
378,Hualmay,PE,overcast clouds,-11.0964,-77.6139,76.73,62,100,8.01
379,Randfontein,ZA,moderate rain,-26.1844,27.702,71.01,83,45,7.11
380,Neenah,US,clear sky,44.1858,-88.4626,-9.0,44,1,17.27
381,Dalbandin,PK,clear sky,28.8947,64.4101,63.0,20,0,7.78
382,Melbourne,US,broken clouds,28.0836,-80.6081,73.0,100,75,6.91
383,Ust-Shonosha,RU,overcast clouds,61.1531,41.343,-14.46,87,100,7.2
384,Cap-Aux-Meules,CA,clear sky,47.3821,-61.8597,26.6,63,1,25.32
385,Barcelos,PT,light rain,41.5388,-8.6151,50.0,93,90,17.27
386,Key West,US,clear sky,24.5557,-81.7826,80.6,88,1,10.36
387,Mandalgovi,MN,clear sky,45.7625,106.2708,12.72,81,0,10.02
388,Rapid Valley,US,light snow,44.0625,-103.1463,1.99,78,90,10.36
389,Tecoanapa,MX,few clouds,16.5167,-98.75,83.91,57,23,3.74
390,Solnechnyy,RU,overcast clouds,50.7214,136.6319,-0.44,89,94,4.56
391,Skowhegan,US,overcast clouds,44.7651,-69.7192,24.01,67,100,5.03
392,Kokopo,PG,broken clouds,-4.352,152.2633,78.3,84,56,6.22
393,Pisco,PE,broken clouds,-13.7,-76.2167,75.99,83,75,5.75
394,Luderitz,NA,clear sky,-26.6481,15.1594,76.23,51,0,31.94
395,Kalemie,CD,moderate rain,-5.9475,29.1947,76.68,80,83,7.38
396,Shache,CN,few clouds,38.4167,77.2406,33.33,76,23,1.83
397,Daru,PG,broken clouds,-9.0763,143.2092,78.8,86,71,12.5
398,Luwuk,ID,overcast clouds,-0.9516,122.7875,79.0,76,100,2.48
399,Stornoway,GB,scattered clouds,58.2093,-6.3865,36.0,55,40,16.11
400,Vila Franca Do Campo,PT,broken clouds,37.7167,-25.4333,60.8,77,75,16.11
401,Lorengau,PG,overcast clouds,-2.0226,147.2712,81.68,80,97,8.23
402,Aksu,CN,overcast clouds,41.1231,80.2644,32.81,78,100,1.86
403,Beyneu,KZ,overcast clouds,45.3167,55.2,32.13,94,100,17.76
404,Svetlyy,RU,clear sky,54.675,20.1347,8.6,85,0,11.18
405,Rundu,NA,light rain,-17.9333,19.7667,78.46,68,96,1.81
406,Hirara,JP,overcast clouds,24.8,125.2833,68.77,72,100,10.98
407,Nyurba,RU,overcast clouds,63.2842,118.3319,-6.2,88,100,7.63
408,Aklavik,CA,snow,68.2191,-135.0107,-11.2,70,90,13.8
409,Kupang,ID,overcast clouds,-10.1667,123.5833,79.45,82,100,6.4
410,Ternate,ID,broken clouds,0.8,127.4,81.09,79,80,4.32
411,Sassari,IT,scattered clouds,40.7272,8.5603,55.4,82,40,5.75
412,Port Hardy,CA,light rain,50.6996,-127.4199,39.2,93,75,6.91
413,Merauke,ID,overcast clouds,-8.4667,140.3333,79.57,85,93,12.21
414,Alice Springs,AU,scattered clouds,-23.7,133.8833,78.01,35,33,6.91
415,Bilibino,RU,clear sky,68.0546,166.4372,-1.7,72,0,5.35
416,Vao,NC,few clouds,-22.6667,167.4833,77.2,87,11,6.2
417,Warri,NG,overcast clouds,5.5167,5.75,87.26,64,100,11.1
418,Pareora,NZ,scattered clouds,-44.4871,171.2132,55.0,97,34,3.58
419,Aksay,RU,clear sky,47.26,39.87,19.4,63,0,6.71
420,Quatre Cocos,MU,light rain,-20.2078,57.7625,81.0,78,20,10.36
421,Vangaindrano,MG,moderate rain,-23.35,47.6,79.0,89,100,11.03
422,Acarau,BR,clear sky,-2.8856,-40.12,88.72,56,8,16.71
423,Gimli,CA,clear sky,50.6336,-96.9907,-23.8,57,1,11.5
424,Samarai,PG,scattered clouds,-10.6167,150.6667,82.11,78,47,5.61
425,Hays,US,clear sky,30.0502,-98.0336,54.0,62,0,5.99
426,Comodoro Rivadavia,AR,few clouds,-45.8667,-67.5,62.6,59,20,11.5
427,Anqiu,CN,broken clouds,36.4342,119.1925,26.78,87,62,4.81
428,Arvika,SE,clear sky,59.6553,12.5852,19.4,79,0,10.36
429,Tabou,CI,broken clouds,4.423,-7.3528,82.92,77,81,9.28
430,Port-Gentil,GA,light rain,-0.7193,8.7815,80.6,78,40,4.61
431,Sur,OM,clear sky,22.5667,59.5289,66.79,71,0,6.55
432,Polunochnoye,RU,light snow,60.8697,60.4153,-12.28,91,100,6.4
433,Naze,JP,clear sky,28.3667,129.4833,57.83,64,0,8.81
434,Tateyama,JP,broken clouds,34.9833,139.8667,46.0,48,52,5.99
435,Clyde River,CA,clear sky,70.4692,-68.5914,-4.0,84,1,6.91
436,Houma,US,overcast clouds,29.5958,-90.7195,53.01,71,90,16.11
437,Ca Mau,VN,broken clouds,9.1769,105.15,74.97,84,58,4.74
438,Bairiki,KI,light rain,1.3292,172.9752,80.6,83,75,6.91
439,Mount Isa,AU,scattered clouds,-20.7333,139.5,78.8,94,40,5.75
440,Whitehorse,CA,light snow,60.7161,-135.0538,-6.0,77,90,3.44
441,Leningradskiy,RU,clear sky,69.3833,178.4167,-13.74,78,6,5.37
442,Tuatapere,NZ,overcast clouds,-46.1333,167.6833,53.65,76,94,4.74
443,Balad,IQ,clear sky,34.0164,44.1453,61.45,43,0,6.15
444,Kailua,US,clear sky,21.4022,-157.7394,64.0,82,1,3.33
445,Ransang,PH,overcast clouds,8.9603,117.5828,78.57,81,94,3.13
446,Sistranda,NO,scattered clouds,63.7256,8.834,23.0,86,40,6.91
447,Tasiilaq,GL,clear sky,65.6145,-37.6368,21.2,58,1,3.44
448,Midland,US,clear sky,31.9974,-102.0779,55.4,22,1,16.11
449,Mercedes,AR,clear sky,-34.6515,-59.4307,87.01,41,0,8.99
450,Esqueda,MX,clear sky,30.7167,-109.5833,59.63,32,0,3.65
451,Salinas,US,clear sky,36.6777,-121.6555,45.0,76,1,8.05
452,Erzin,TR,scattered clouds,36.9559,36.2,60.8,72,40,11.5
453,Antalaha,MG,light rain,-14.9003,50.2788,78.94,81,79,3.62
454,Mizan Teferi,ET,broken clouds,6.9833,35.5833,68.83,31,61,0.81
455,Westport,US,heavy snow,41.1415,-73.3579,30.99,86,90,14.97
456,Afogados Da Ingazeira,BR,clear sky,-7.7508,-37.6392,95.52,21,5,7.18
457,Cooma,AU,overcast clouds,-36.2333,149.1333,51.8,82,90,5.75
458,Zhumadian,CN,light rain,32.9794,114.0294,43.0,61,100,9.69
459,Hovd,MN,overcast clouds,48.0056,91.6419,13.8,87,88,0.16
460,Pacific Grove,US,clear sky,36.6177,-121.9166,45.0,87,1,3.44
461,Sambava,MG,light rain,-14.2667,50.1667,79.41,81,100,2.44
462,Mamontovo,RU,overcast clouds,52.7055,81.6244,20.79,93,94,13.27
463,Moose Factory,CA,broken clouds,51.2585,-80.6094,-7.6,70,75,5.75
464,Cacica,RO,overcast clouds,47.6333,25.9,24.01,94,100,6.31
465,Norfolk,US,snow,42.1668,-71.2495,36.0,75,90,4.61
466,Kloulklubed,PW,overcast clouds,7.0419,134.2556,77.0,100,90,8.05
467,Sakakah,SA,clear sky,29.9697,40.2064,60.8,36,0,3.42
468,Najran,SA,scattered clouds,17.4924,44.1277,69.8,35,25,6.91
469,Corinto,GR,overcast clouds,37.9407,22.9573,62.01,54,94,3.0
470,Kumluca,TR,broken clouds,36.3703,30.2869,59.5,73,77,1.36
471,Ekhabi,RU,light snow,53.5102,142.9671,8.01,94,100,25.66
472,Bonavista,CA,broken clouds,48.6499,-53.1147,33.01,51,66,20.71
473,Salalah,OM,broken clouds,17.0151,54.0924,75.2,69,75,3.44
474,Nieves,PH,scattered clouds,15.3274,120.9485,75.2,78,40,2.3
475,Petrove,UA,clear sky,48.3247,33.2562,17.6,57,0,4.47
476,Hasaki,JP,few clouds,35.7333,140.8333,39.2,70,20,3.44
477,Kovrov,RU,overcast clouds,56.3572,41.3192,1.26,91,100,9.33
478,Puerto Escondido,MX,broken clouds,15.85,-97.0667,82.4,78,75,3.44
479,Guantanamo,CU,few clouds,20.1444,-75.2092,82.4,74,20,10.36
480,Zambezi,ZM,overcast clouds,-13.5432,23.1047,73.71,82,100,1.7
481,Arandis,NA,clear sky,-22.4167,14.9667,66.0,85,0,3.0
482,Gura Teghii,RO,overcast clouds,45.4833,26.4167,42.01,86,100,3.13
483,Ales,FR,clear sky,44.1333,4.0833,55.4,46,0,13.8
484,Makakilo City,US,broken clouds,21.3469,-158.0858,62.6,77,75,4.61
485,Gravdal,NO,light snow,68.1214,13.5031,30.2,86,40,10.36
486,Umea,SE,clear sky,63.8284,20.2597,15.8,86,0,6.91
487,Oranjemund,NA,clear sky,-28.55,16.4333,66.27,76,7,25.19
488,Chihuahua,MX,scattered clouds,28.5,-106.0,57.0,32,40,3.51
489,Ust-Ishim,RU,overcast clouds,57.6935,71.1665,5.58,91,100,15.12
490,Mayo,US,snow,38.8876,-76.5119,35.01,95,90,11.5
491,Cotonou,BJ,few clouds,6.3654,2.4183,89.6,70,20,14.97
492,Boca Do Acre,BR,heavy intensity rain,-8.7522,-67.3978,92.03,53,93,2.86
493,Bohodukhiv,UA,few clouds,50.1647,35.5276,10.4,67,20,8.95
494,San Quintin,MX,clear sky,30.4833,-115.95,63.36,55,0,7.9
495,Lukulu,ZM,light rain,-14.3707,23.242,73.0,87,100,2.95
496,Pozo Colorado,PY,clear sky,-23.4923,-58.7972,92.25,28,0,3.29
497,Barroso,BR,overcast clouds,-21.1869,-43.9758,62.6,94,90,3.44
498,Santa Rosa,PH,few clouds,14.3122,121.1114,80.01,83,20,3.44
499,Ketchikan,US,clear sky,55.3422,-131.6461,28.4,74,1,11.5
500,Kargasok,RU,overcast clouds,59.0556,80.8572,11.53,93,100,15.5
501,Marzuq,YE,clear sky,14.4,46.4667,63.5,64,0,2.57
502,Along,IN,clear sky,28.1667,94.7667,53.15,57,0,2.13
503,Algiers,DZ,scattered clouds,36.7525,3.042,59.0,67,40,10.36
504,Nizwa,OM,clear sky,22.9333,57.5333,60.49,40,0,2.42
505,Kiunga,PG,overcast clouds,-6.1219,141.2906,75.18,97,100,0.83
506,Berberati,CF,few clouds,4.2612,15.7922,85.62,19,22,2.24
507,Ponta Delgada,PT,broken clouds,37.7333,-25.6667,60.8,77,75,16.11
508,Sawtell,AU,overcast clouds,-30.3833,153.1,71.6,83,90,10.36
509,Halifax,CA,overcast clouds,44.6453,-63.5724,30.99,51,100,1.14
510,Ouro Preto Do Oeste,BR,broken clouds,-10.7481,-62.2158,81.43,88,78,4.85
511,Arrecife,ES,broken clouds,28.963,-13.5477,66.2,59,75,11.5
512,Coahuayana,MX,clear sky,18.7333,-103.6833,71.6,73,1,3.51
513,Sijunjung,ID,overcast clouds,-0.6876,100.9537,72.7,88,100,1.7
514,Maura,NO,clear sky,60.25,11.0167,16.0,73,0,8.05
515,Hithadhoo,MV,scattered clouds,-0.6,73.0833,81.88,73,44,10.07
516,Bubaque,GW,clear sky,11.2833,-15.8333,79.72,56,0,13.18
517,Ambilobe,MG,light rain,-13.2,49.05,76.06,90,100,2.17
518,Opuwo,NA,overcast clouds,-18.0607,13.84,87.12,23,98,16.98
519,Mabaruma,GY,overcast clouds,8.2,-59.7833,78.19,87,99,5.59
520,Batagay,RU,clear sky,67.6333,134.6333,-30.93,82,0,1.66
521,Lasa,IT,mist,46.6166,10.7002,41.0,100,90,5.75
522,Umm Kaddadah,SD,few clouds,13.6017,26.6876,70.36,21,16,11.34
523,Kisangani,CD,broken clouds,0.5167,25.2,76.51,43,81,0.74
524,Kaoma,ZM,moderate rain,-14.7833,24.8,71.62,86,88,2.64
525,Grindavik,IS,few clouds,63.8424,-22.4338,35.6,60,20,14.97
526,Sibolga,ID,overcast clouds,1.7427,98.7792,77.7,80,91,3.09
527,Semibratovo,RU,clear sky,57.3046,39.5369,1.4,60,0,6.71
528,San Patricio,US,clear sky,28.017,-97.5169,68.0,56,1,13.8
529,Nador,MA,broken clouds,35.174,-2.9287,59.0,72,75,18.41
530,Navrongo,GH,few clouds,10.8956,-1.0921,101.48,9,17,6.64
531,Raga,SS,few clouds,8.4596,25.678,72.28,21,11,3.98
532,Manaus,BR,broken clouds,-3.1019,-60.025,84.2,83,75,4.61
533,Siderno,IT,overcast clouds,38.2779,16.302,59.0,94,90,5.75
534,Sinnamary,GF,broken clouds,5.3833,-52.95,78.44,87,80,14.88
535,Vilyuysk,RU,broken clouds,63.7553,121.6247,-23.58,85,78,10.42
536,Gat,IL,clear sky,31.61,34.7642,63.0,100,0,5.68
537,Nikki,BJ,overcast clouds,9.9401,3.2108,96.73,10,97,4.52
538,Nome,US,overcast clouds,64.5011,-165.4064,5.0,85,90,3.44
539,Tera,NE,broken clouds,14.0078,0.7531,95.16,10,58,10.29
540,Havre,FR,light snow,49.5833,0.3333,35.6,75,75,21.85
541,Mapiri,BO,scattered clouds,-15.25,-68.1667,81.91,70,45,2.08
542,Meadow Lake,US,clear sky,34.8014,-106.5436,45.0,26,1,6.42
543,Takaka,NZ,clear sky,-40.85,172.8,57.0,92,1,3.67
544,Berbera,SO,clear sky,10.4396,45.0143,76.3,66,4,3.15
545,Tekit,MX,broken clouds,20.5333,-89.3333,84.0,69,75,2.39
546,Tias,ES,broken clouds,28.9611,-13.645,66.2,59,75,11.5
547,Yar-Sale,RU,light snow,66.8333,70.8333,-11.52,89,100,24.85
548,Nurota,UZ,overcast clouds,40.5614,65.6886,50.0,93,100,4.61
549,Harper,LR,broken clouds,4.375,-7.7169,83.14,76,82,8.61
550,Alekseyevka,RU,few clouds,50.6309,38.6903,7.14,87,21,10.65
551,Laurel,US,snow,39.0993,-76.8483,35.01,93,90,5.21
552,Rio Grande,BR,scattered clouds,-32.035,-52.0986,80.6,57,40,6.91
553,Jeremoabo,BR,scattered clouds,-10.075,-38.4808,95.07,29,50,6.15
554,Springbok,ZA,clear sky,-29.6643,17.8865,74.7,41,0,12.06
555,Brigantine,US,moderate rain,39.4101,-74.3646,39.99,93,90,13.8
556,Calama,CL,clear sky,-22.4667,-68.9333,71.6,35,0,19.57
557,Oussouye,SN,clear sky,12.485,-16.5469,89.6,32,0,11.5
558,Lyuban,BY,overcast clouds,52.7985,28.0048,5.05,91,93,5.88
559,Ovada,IT,overcast clouds,44.6384,8.6453,46.99,87,100,1.99
560,Vikulovo,RU,overcast clouds,56.8167,70.6107,3.33,91,100,18.57
561,Mahon,ES,broken clouds,39.8885,4.2658,50.0,87,75,8.05
562,Namikupa,TZ,overcast clouds,-10.8333,39.6,75.63,94,96,5.68
563,Seydisehir,TR,broken clouds,37.4193,31.8453,47.71,64,72,4.54
564,Uyar,RU,broken clouds,55.81,94.3153,30.88,93,71,14.88
565,Teguldet,RU,light snow,57.3064,88.1667,28.18,91,99,15.86
566,Marsh Harbour,BS,clear sky,26.5412,-77.0636,78.12,77,0,20.51
567,Manzhouli,CN,clear sky,49.6,117.4333,-10.98,84,0,4.81
568,Romny,UA,overcast clouds,50.751,33.4747,4.71,93,100,2.44
569,Osakarovka,KZ,snow,50.565,72.5692,14.88,95,100,18.25
570,Alto Piquiri,BR,clear sky,-24.0281,-53.4406,79.74,65,0,3.67
571,Kalmunai,LK,clear sky,7.4167,81.8167,77.63,86,5,11.63
572,Acajutla,SV,clear sky,13.5928,-89.8275,80.6,65,0,7.34
573,Jacqueville,CI,few clouds,5.2052,-4.4146,86.0,79,20,11.5
574,Roma,US,snow,43.2128,-75.4557,28.99,54,90,5.06
575,Basco,PH,overcast clouds,20.4487,121.9702,74.23,84,100,23.4
576,Ilam,NP,clear sky,26.9167,87.9167,51.13,64,0,4.92
577,Godfrey,US,clear sky,38.9556,-90.1868,10.0,61,1,4.61
578,Haapiti,PF,light rain,-17.5667,-149.8667,77.0,78,75,2.3
579,Rocky Mountain House,CA,few clouds,52.3668,-114.9188,-36.4,67,13,1.14
580,Muravlenko,RU,light snow,63.7898,74.523,27.64,98,100,14.99
581,Qaqortoq,GL,few clouds,60.7167,-46.0333,39.2,33,20,49.48
582,Marienburg,PL,broken clouds,54.0359,19.0266,12.0,78,62,3.0
583,Rio Gallegos,AR,clear sky,-51.6226,-69.2181,66.2,34,0,8.05
584,Ipira,BR,broken clouds,-12.1583,-39.7372,95.11,33,55,8.59
585,Grand Gaube,MU,light rain,-20.0064,57.6608,81.0,76,79,5.01
586,Miramar,US,scattered clouds,25.9873,-80.2323,84.2,48,40,16.11
587,Gisborne,NZ,broken clouds,-38.6533,178.0042,53.01,97,53,3.0
588,Kostomuksha,RU,overcast clouds,64.571,30.5767,13.05,97,100,6.53
589,Kamenka,RU,broken clouds,51.3223,42.7678,-3.98,91,61,10.63
590,Kirakira,SB,broken clouds,-10.4544,161.9205,78.89,81,56,7.0
591,Parrita,CR,clear sky,9.5201,-84.3225,80.6,57,0,19.57
592,Santiago,CL,haze,-33.4569,-70.6483,75.99,72,75,2.3
593,Ojinaga,MX,clear sky,29.5667,-104.4167,57.0,18,1,2.66
594,Itarema,BR,clear sky,-2.9248,-39.9167,88.95,56,3,15.03
595,Cananea,MX,clear sky,30.95,-110.3,57.0,39,0,4.61
596,Saint-Francois,FR,overcast clouds,46.4154,3.9054,44.6,65,90,6.91
597,Ciudad Bolivar,VE,overcast clouds,8.1222,-63.5497,91.29,43,100,11.72
598,Pimentel,PE,clear sky,-6.8367,-79.9342,86.0,48,0,8.05
599,Odienne,CI,scattered clouds,9.51,-7.5692,99.88,14,25,6.06
600,Fukuma,JP,clear sky,33.7667,130.4667,48.0,87,0,5.75
601,Pavlodar,KZ,broken clouds,52.3,76.95,19.4,73,75,22.37
602,Oga,IT,broken clouds,46.4631,10.347,51.01,100,75,3.44
603,Peniche,PT,overcast clouds,39.3558,-9.3811,55.0,88,100,20.0
604,Saint-Nazaire,FR,overcast clouds,47.2833,-2.2,45.0,76,90,9.22
605,Simao,CN,light rain,22.7886,100.9748,54.7,96,99,0.87
606,Cedar City,US,clear sky,37.6775,-113.0619,39.2,30,1,9.22
607,Uniontown,US,light snow,39.9001,-79.7164,24.01,55,100,5.01
608,Mariental,NA,clear sky,-24.6333,17.9667,93.78,10,0,12.66
609,Colac,AU,scattered clouds,-38.3333,143.5833,54.0,80,31,5.37
610,Pathein,MM,few clouds,16.7833,94.7333,72.01,65,17,8.68
611,Henties Bay,NA,broken clouds,-22.116,14.2845,66.0,85,75,3.0
612,Medvedka,RU,overcast clouds,61.1629,46.387,-17.9,85,100,8.9
613,Gazimurskiy Zavod,RU,clear sky,51.5461,118.3266,-16.76,86,0,1.83
614,Havelock,US,mist,34.8791,-76.9013,45.0,100,90,16.11
615,Amberley,US,clear sky,39.2048,-84.428,21.0,58,1,6.91
616,Dingle,PH,overcast clouds,10.9995,122.6711,75.52,91,100,9.01
617,Bani,DO,scattered clouds,18.2833,-70.3333,84.2,74,40,9.22
618,Bac Lieu,VN,overcast clouds,9.285,105.7244,76.55,81,99,14.23
619,Inuvik,CA,overcast clouds,68.3499,-133.7218,-14.8,76,100,9.22
620,Buala,SB,light rain,-8.145,159.5921,79.45,82,89,5.57
621,Aktau,KZ,clear sky,43.65,51.2,30.2,86,0,8.95
622,Capreol,CA,few clouds,46.706,-80.9225,10.99,51,20,9.22
623,Moro,PK,clear sky,26.6646,68.0016,66.18,25,0,5.57
624,Tignere,CM,overcast clouds,7.3667,12.65,79.7,18,93,4.99
625,Verkhnyaya Inta,RU,light snow,65.9811,60.3094,-16.69,88,100,8.59
626,Cozumel,MX,scattered clouds,20.5083,-86.9458,84.99,74,40,9.22
627,Kamenskiy,RU,overcast clouds,50.8855,45.488,-2.02,90,97,18.45
628,Kavaratti,IN,clear sky,10.5669,72.642,81.5,66,0,6.73
629,Bowen,AU,broken clouds,-20.0167,148.2333,78.8,94,75,5.75
630,Athikia,GR,overcast clouds,37.8167,22.9333,61.0,53,94,5.01
631,San Jose,US,few clouds,37.3394,-121.895,46.0,75,20,3.44
632,Gainesville,US,overcast clouds,29.6516,-82.3248,60.8,77,90,9.22
633,Sao Tome,ST,light rain,0.3365,6.7273,86.0,70,75,9.22
634,Katunino,RU,scattered clouds,64.3862,40.6298,-5.8,77,40,4.47
635,Phalaborwa,ZA,overcast clouds,-23.943,31.1411,73.4,100,100,2.08
636,Sungai Padi,TH,few clouds,6.0851,101.8766,77.0,88,20,3.44
637,San Vicente,AR,clear sky,-26.6167,-54.1333,89.06,24,0,3.91
638,Udachnyy,RU,overcast clouds,66.4167,112.4,-24.79,84,100,7.83
639,Isla Mujeres,MX,scattered clouds,21.2311,-86.731,82.4,83,40,9.22
640,Cholet,FR,broken clouds,47.1667,-1.0,42.01,77,78,6.82
641,Mangai,CD,broken clouds,-4.05,19.5333,79.0,71,74,1.39
642,Asosa,ET,overcast clouds,10.0667,34.5333,66.43,27,88,4.54
643,Puqi,CN,light rain,29.7167,113.8833,49.73,89,100,6.15
644,Dordrecht,NL,light snow,51.81,4.6736,24.01,93,100,8.01
645,Palmer,US,snow,42.1584,-72.3287,30.0,86,90,4.61
646,Tezu,IN,clear sky,27.9167,96.1667,61.09,36,0,3.83
647,Alihe,CN,clear sky,50.5667,123.7167,-12.08,85,0,3.15
648,Biak,ID,overcast clouds,-0.9131,122.8766,77.68,80,100,2.35
649,Disna,BY,clear sky,55.568,28.1971,2.64,92,0,5.95
650,Salto,UY,clear sky,-31.3833,-57.9667,84.2,58,0,6.91
651,Kihei,US,few clouds,20.785,-156.4656,64.0,77,20,4.61
652,Ugoofaaru,MV,scattered clouds,5.6667,73.0,81.77,75,48,11.45
653,Codigoro,IT,moderate rain,44.8311,12.1142,54.0,87,90,7.85
654,Poronaysk,RU,broken clouds,49.2167,143.1167,-2.49,87,67,5.93
655,Evensk,RU,overcast clouds,61.95,159.2333,18.75,83,100,35.41
656,Tashir,AM,scattered clouds,41.1207,44.2846,23.0,80,27,1.14
657,Matay,EG,few clouds,28.419,30.7792,63.19,38,13,5.93
658,Karratha,AU,few clouds,-20.7377,116.8463,78.96,69,16,10.65
659,Nouadhibou,MR,clear sky,20.931,-17.0347,77.0,27,0,17.27
660,Mogzon,RU,overcast clouds,51.7435,111.9606,1.96,92,100,3.47
661,Balkhash,KZ,broken clouds,46.844,74.9804,25.09,99,76,4.7
662,Tevaitoa,PF,light rain,-16.7833,-151.5,81.0,75,5,13.11
663,Highland,US,clear sky,34.1283,-117.2086,57.0,49,1,2.17
664,Teknaf,BD,clear sky,20.8624,92.3058,70.03,56,0,14.58
665,Shelopugino,RU,clear sky,51.6514,117.5599,-16.01,85,0,2.68
666,Granada,ES,broken clouds,37.25,-3.25,48.0,78,63,8.01
667,Kinsale,IE,broken clouds,51.7075,-8.5306,39.2,81,75,19.57
668,Palu,ID,overcast clouds,-0.8917,119.8707,76.23,81,96,1.41
669,Ewa Beach,US,broken clouds,21.3156,-158.0072,62.6,77,75,4.61
670,Sao Felix Do Xingu,BR,light rain,-6.6447,-51.995,89.42,55,68,2.06
671,Katherine,AU,overcast clouds,-14.4667,132.2667,75.2,94,90,3.44
672,Isla Vista,US,fog,34.4133,-119.861,59.0,87,75,1.68
673,Palomares,MX,overcast clouds,17.15,-95.0667,71.51,93,94,5.88
674,Chapais,CA,light snow,49.7834,-74.8492,12.2,79,90,9.22
675,Minsk,BY,clear sky,53.9,27.5667,3.2,85,0,4.47
676,Kargala,RU,broken clouds,56.6208,83.9607,16.81,94,63,14.81
677,Te Anau,NZ,moderate rain,-45.4167,167.7167,54.21,81,99,3.13
678,Rodos,GR,few clouds,36.4408,28.2225,61.0,77,20,10.36
679,Vestmannaeyjar,IS,scattered clouds,63.4427,-20.2734,37.4,75,40,27.63
680,Hanzhong,CN,clear sky,33.0728,107.0303,47.39,48,0,1.77
681,Aleppo,SY,clear sky,36.25,37.5,54.81,84,0,9.37
682,Jiuquan,CN,broken clouds,39.7432,98.5174,31.6,67,53,5.28
683,Camalu,MX,clear sky,30.85,-116.0667,63.27,52,1,4.47
684,Premia De Mar,ES,overcast clouds,41.4921,2.3652,52.0,86,99,1.99
685,Honiara,SB,overcast clouds,-9.4333,159.95,77.94,81,93,4.59
686,Shimoda,JP,clear sky,34.6667,138.95,42.01,53,1,1.01
687,Fort Nelson,CA,scattered clouds,58.8053,-122.7002,-34.6,67,40,4.61
688,Launceston,AU,overcast clouds,-41.45,147.1667,51.8,66,90,10.36
689,Moyale,KE,broken clouds,3.5167,39.0584,83.41,32,65,8.16
690,Axim,GH,overcast clouds,4.8699,-2.2405,82.78,77,100,8.25
691,Kirando,TZ,light rain,-7.4167,30.6,75.85,74,86,2.59
692,Caravelas,BR,broken clouds,-17.7125,-39.2481,82.51,81,79,8.75
693,Svetlogorsk,BY,broken clouds,52.6333,29.7333,5.43,92,65,3.8
694,Sol-Iletsk,RU,light snow,51.1631,54.9918,-3.64,91,100,11.21
695,Volksrust,ZA,light rain,-27.3654,29.8818,60.03,92,82,1.25
696,Margate,GB,snow,51.3813,1.3862,30.99,85,100,11.01
697,Sao Miguel Do Araguaia,BR,overcast clouds,-13.275,-50.1628,70.68,96,100,9.91
698,Atar,MR,clear sky,20.5169,-13.0499,75.6,19,0,16.58
699,Hit,IQ,clear sky,33.6416,42.8251,61.18,51,0,5.79
